user_id,event_type,timestamp,device,source
24,checkout_start,2026-03-13T13:22:53,desktop,organic
24,purchase,2026-03-13T13:25:53,desktop,organic
25,page_view,2026-01-11T00:15:12,mobile,organic
26,page_view,2026-05-02T21:07:36,mobile,email
27,page_view,2026-04-05T05:38:38,mobile,paid_ads
28,page_view,2026-02-11T09:06:37,desktop,email
28,add_to_cart,2026-02-11T09:09:37,desktop,email
28,checkout_start,2026-02-11T09:12:37,desktop,email
28,purchase,2026-02-11T09:15:37,desktop,email
29,page_view,2026-06-01T22:53:40,mobile,referral
29,add_to_cart,2026-06-01T22:56:40,mobile,referral
30,page_view,2026-01-31T18:50:02,desktop,organic
30,add_to_cart,2026-01-31T18:53:02,desktop,organic
30,checkout_start,2026-01-31T18:56:02,desktop,organic
30,purchase,2026-01-31T18:59:02,desktop,organic
31,page_view,2026-05-06T03:27:23,mobile,organic
32,page_view,2026-04-22T05:46:33,desktop,social
33,page_view,2026-05-18T15:29:27,desktop,organic
34,page_view,2026-03-04T02:17:56,mobile,paid_ads
35,page_view,2026-04-08T10:01:31,desktop,social
36,page_view,2026-03-08T10:17:56,mobile,organic
37,page_view,2026-05-13T06:05:15,desktop,social
38,page_view,2026-05-02T20:45:31,desktop,paid_ads
38,add_to_cart,2026-05-02T20:48:31,desktop,paid_ads
38,checkout_start,2026-05-02T20:51:31,desktop,paid_ads
38,purchase,2026-05-02T20:54:31,desktop,paid_ads
39,page_view,2026-05-02T17:33:22,desktop,organic
39,add_to_cart,2026-05-02T17:36:22,desktop,organic
40,page_view,2026-03-11T09:16:14,desktop,organic
40,add_to_cart,2026-03-11T09:19:14,desktop,organic
40,checkout_start,2026-03-11T09:22:14,desktop,organic
40,purchase,2026-03-11T09:25:14,desktop,organic
41,page_view,2026-03-12T23:37:48,desktop,organic
42,page_view,2026-02-19T09:14:23,mobile,organic
42,add_to_cart,2026-02-19T09:17:23,mobile,organic
42,checkout_start,2026-02-19T09:20:23,mobile,organic
42,purchase,2026-02-19T09:23:23,mobile,organic
43,page_view,2026-02-02T20:55:48,desktop,paid_ads
44,page_view,2026-05-01T15:28:21,desktop,social
44,add_to_cart,2026-05-01T15:31:21,desktop,social
44,checkout_start,2026-05-01T15:34:21,desktop,social
45,page_view,2026-04-13T15:04:36,desktop,paid_ads
46,page_view,2026-05-25T09:05:15,mobile,organic
46,add_to_cart,2026-05-25T09:08:15,mobile,organic
47,page_view,2026-02-27T16:24:28,desktop,email
48,page_view,2026-04-20T09:36:39,desktop,organic
48,add_to_cart,2026-04-20T09:39:39,desktop,organic
49,page_view,2026-06-10T06:16:42,desktop,organic
49,add_to_cart,2026-06-10T06:19:42,desktop,organic
49,checkout_start,2026-06-10T06:22:42,desktop,organic
49,purchase,2026-06-10T06:25:42,desktop,organic
50,page_view,2026-03-16T01:14:18,desktop,paid_ads
51,page_view,2026-03-01T08:50:50,mobile,email
52,page_view,2026-04-19T03:34:14,tablet,email
53,page_view,2026-01-19T01:10:50,desktop,referral
53,add_to_cart,2026-01-19T01:13:50,desktop,referral
54,page_view,2026-02-01T14:44:19,mobile,paid_ads
55,page_view,2026-05-07T14:05:38,mobile,referral
55,add_to_cart,2026-05-07T14:08:38,mobile,referral
56,page_view,2026-01-24T07:43:53,mobile,organic
57,page_view,2026-03-10T18:02:48,mobile,paid_ads
58,page_view,2026-03-13T05:37:27,desktop,paid_ads
59,page_view,2026-03-31T13:21:20,mobile,paid_ads
60,page_view,2026-05-07T09:42:25,mobile,social
61,page_view,2026-03-22T08:20:07,mobile,paid_ads
62,page_view,2026-01-01T21:55:34,mobile,paid_ads
63,page_view,2026-06-09T15:40:28,mobile,organic
64,page_view,2026-03-15T14:56:44,mobile,organic
65,page_view,2026-03-03T22:10:19,desktop,organic
66,page_view,2026-01-30T14:07:41,mobile,paid_ads
67,page_view,2026-05-11T22:17:26,desktop,paid_ads
68,page_view,2026-05-22T04:24:12,mobile,referral
69,page_view,2026-01-18T08:49:50,desktop,paid_ads
70,page_view,2026-03-10T00:18:46,desktop,organic
70,add_to_cart,2026-03-10T00:21:46,desktop,organic
70,checkout_start,2026-03-10T00:24:46,desktop,organic
71,page_view,2026-05-18T15:22:21,mobile,paid_ads
72,page_view,2026-03-24T06:44:15,mobile,paid_ads
73,page_view,2026-01-12T10:47:30,desktop,organic
74,page_view,2026-02-08T15:02:08,mobile,social
75,page_view,2026-04-23T03:33:58,desktop,paid_ads
76,page_view,2026-02-09T02:30:50,mobile,email
77,page_view,2026-01-21T10:54:43,desktop,organic
78,page_view,2026-05-05T17:02:39,mobile,paid_ads
78,add_to_cart,2026-05-05T17:05:39,mobile,paid_ads
79,page_view,2026-01-24T13:06:48,tablet,referral
80,page_view,2026-03-18T00:02:20,mobile,social
81,page_view,2026-02-07T07:33:26,mobile,organic
82,page_view,2026-01-21T19:55:24,mobile,social
83,page_view,2026-02-06T07:29:40,desktop,organic
83,add_to_cart,2026-02-06T07:32:40,desktop,organic
83,checkout_start,2026-02-06T07:35:40,desktop,organic
83,purchase,2026-02-06T07:38:40,desktop,organic
84,page_view,2026-04-24T11:37:19,mobile,email
85,page_view,2026-03-19T06:24:54,mobile,paid_ads
86,page_view,2026-05-28T09:44:18,desktop,organic
86,add_to_cart,2026-05-28T09:47:18,desktop,organic
87,page_view,2026-01-13T19:47:31,mobile,paid_ads
88,page_view,2026-02-28T19:51:22,desktop,referral
88,add_to_cart,2026-02-28T19:54:22,desktop,referral
88,checkout_start,2026-02-28T19:57:22,desktop,referral
88,purchase,2026-02-28T20:00:22,desktop,referral
89,page_view,2026-06-15T01:19:50,desktop,email
89,add_to_cart,2026-06-15T01:22:50,desktop,email
89,checkout_start,2026-06-15T01:25:50,desktop,email
89,purchase,2026-06-15T01:28:50,desktop,email
90,page_view,2026-02-21T04:50:34,mobile,organic
91,page_view,2026-03-11T05:16:58,mobile,paid_ads
92,page_view,2026-03-28T03:29:04,desktop,paid_ads
92,add_to_cart,2026-03-28T03:32:04,desktop,paid_ads
93,page_view,2026-04-12T17:23:05,desktop,social
94,page_view,2026-04-27T11:43:47,mobile,organic
95,page_view,2026-04-06T03:43:14,desktop,paid_ads
96,page_view,2026-03-25T19:14:41,tablet,email
96,add_to_cart,2026-03-25T19:17:41,tablet,email
97,page_view,2026-04-15T03:08:02,mobile,referral
98,page_view,2026-01-25T07:56:34,mobile,organic
98,add_to_cart,2026-01-25T07:59:34,mobile,organic
99,page_view,2026-05-19T13:37:47,desktop,email
100,page_view,2026-05-06T19:26:17,desktop,social
100,add_to_cart,2026-05-06T19:29:17,desktop,social
100,checkout_start,2026-05-06T19:32:17,desktop,social
100,purchase,2026-05-06T19:35:17,desktop,social
101,page_view,2026-05-20T20:22:03,desktop,organic
101,add_to_cart,2026-05-20T20:25:03,desktop,organic
101,checkout_start,2026-05-20T20:28:03,desktop,organic
101,purchase,2026-05-20T20:31:03,desktop,organic
102,page_view,2026-06-13T19:01:03,mobile,organic
103,page_view,2026-05-25T06:04:53,mobile,organic
104,page_view,2026-03-01T10:49:09,mobile,organic
105,page_view,2026-02-07T04:34:16,mobile,paid_ads
106,page_view,2026-02-03T00:22:50,desktop,organic
107,page_view,2026-03-09T01:08:47,mobile,paid_ads
108,page_view,2026-04-25T11:32:37,mobile,organic
108,add_to_cart,2026-04-25T11:35:37,mobile,organic
109,page_view,2026-05-14T09:29:41,mobile,referral
110,page_view,2026-04-13T13:43:06,mobile,organic
111,page_view,2026-01-21T10:38:09,mobile,referral
111,add_to_cart,2026-01-21T10:41:09,mobile,referral
111,checkout_start,2026-01-21T10:44:09,mobile,referral
111,purchase,2026-01-21T10:47:09,mobile,referral
112,page_view,2026-03-17T14:32:38,desktop,paid_ads
112,add_to_cart,2026-03-17T14:35:38,desktop,paid_ads
113,page_view,2026-05-22T23:55:13,desktop,organic
113,add_to_cart,2026-05-22T23:58:13,desktop,organic
114,page_view,2026-04-13T13:46:06,desktop,paid_ads
114,add_to_cart,2026-04-13T13:49:06,desktop,paid_ads
114,checkout_start,2026-04-13T13:52:06,desktop,paid_ads
114,purchase,2026-04-13T13:55:06,desktop,paid_ads
115,page_view,2026-01-24T13:06:47,desktop,organic
116,page_view,2026-05-31T17:35:21,desktop,social
117,page_view,2026-04-19T23:03:18,desktop,paid_ads
118,page_view,2026-02-24T04:42:30,desktop,paid_ads
118,add_to_cart,2026-02-24T04:45:30,desktop,paid_ads
118,checkout_start,2026-02-24T04:48:30,desktop,paid_ads
119,page_view,2026-05-27T07:51:27,desktop,paid_ads
120,page_view,2026-06-07T21:41:35,desktop,referral
120,add_to_cart,2026-06-07T21:44:35,desktop,referral
121,page_view,2026-02-16T08:44:48,mobile,social
121,add_to_cart,2026-02-16T08:47:48,mobile,social
121,checkout_start,2026-02-16T08:50:48,mobile,social
121,purchase,2026-02-16T08:53:48,mobile,social
122,page_view,2026-01-08T02:47:33,desktop,organic
122,add_to_cart,2026-01-08T02:50:33,desktop,organic
122,checkout_start,2026-01-08T02:53:33,desktop,organic
122,purchase,2026-01-08T02:56:33,desktop,organic
123,page_view,2026-01-22T01:09:10,desktop,social
124,page_view,2026-04-24T21:27:31,mobile,organic
125,page_view,2026-05-12T03:22:27,mobile,paid_ads
125,add_to_cart,2026-05-12T03:25:27,mobile,paid_ads
126,page_view,2026-03-20T01:14:25,mobile,paid_ads
127,page_view,2026-02-24T04:48:16,mobile,organic
127,add_to_cart,2026-02-24T04:51:16,mobile,organic
127,checkout_start,2026-02-24T04:54:16,mobile,organic
127,purchase,2026-02-24T04:57:16,mobile,organic
128,page_view,2026-05-09T17:53:42,desktop,paid_ads
129,page_view,2026-01-11T13:01:29,desktop,organic
130,page_view,2026-05-27T12:45:40,desktop,social
130,add_to_cart,2026-05-27T12:48:40,desktop,social
130,checkout_start,2026-05-27T12:51:40,desktop,social
130,purchase,2026-05-27T12:54:40,desktop,social
131,page_view,2026-01-23T13:54:06,desktop,social
131,add_to_cart,2026-01-23T13:57:06,desktop,social
131,checkout_start,2026-01-23T14:00:06,desktop,social
131,purchase,2026-01-23T14:03:06,desktop,social
132,page_view,2026-02-13T02:32:40,mobile,email
132,add_to_cart,2026-02-13T02:35:40,mobile,email
133,page_view,2026-06-15T04:15:06,mobile,referral
133,add_to_cart,2026-06-15T04:18:06,mobile,referral
133,checkout_start,2026-06-15T04:21:06,mobile,referral
133,purchase,2026-06-15T04:24:06,mobile,referral
134,page_view,2026-05-07T14:48:36,desktop,organic
135,page_view,2026-05-25T20:40:39,desktop,paid_ads
135,add_to_cart,2026-05-25T20:43:39,desktop,paid_ads
136,page_view,2026-05-01T14:40:19,mobile,organic
137,page_view,2026-01-19T09:29:28,mobile,paid_ads
137,add_to_cart,2026-01-19T09:32:28,mobile,paid_ads
137,checkout_start,2026-01-19T09:35:28,mobile,paid_ads
137,purchase,2026-01-19T09:38:28,mobile,paid_ads
138,page_view,2026-04-29T18:35:50,mobile,email
139,page_view,2026-05-27T20:12:20,desktop,organic
140,page_view,2026-04-26T03:51:57,tablet,paid_ads
141,page_view,2026-06-15T05:02:15,mobile,referral
142,page_view,2026-06-06T05:23:23,mobile,referral
143,page_view,2026-06-03T01:50:40,desktop,paid_ads
144,page_view,2026-04-09T09:16:46,mobile,organic
145,page_view,2026-02-08T10:05:37,desktop,referral
146,page_view,2026-04-11T04:38:45,mobile,referral
147,page_view,2026-03-26T04:42:44,mobile,organic
148,page_view,2026-05-15T02:41:42,desktop,email
148,add_to_cart,2026-05-15T02:44:42,desktop,email
148,checkout_start,2026-05-15T02:47:42,desktop,email
148,purchase,2026-05-15T02:50:42,desktop,email
149,page_view,2026-02-19T07:08:09,desktop,organic
149,add_to_cart,2026-02-19T07:11:09,desktop,organic
150,page_view,2026-05-15T01:42:21,desktop,organic
151,page_view,2026-02-09T05:11:53,desktop,email
152,page_view,2026-04-23T01:26:23,desktop,email
153,page_view,2026-03-14T23:50:28,mobile,organic
153,add_to_cart,2026-03-14T23:53:28,mobile,organic
153,checkout_start,2026-03-14T23:56:28,mobile,organic
154,page_view,2026-02-19T11:43:36,desktop,social
155,page_view,2026-04-08T16:33:26,mobile,paid_ads
156,page_view,2026-02-05T08:03:41,desktop,social
157,page_view,2026-05-13T03:18:05,tablet,paid_ads
158,page_view,2026-02-07T13:05:58,desktop,organic
158,add_to_cart,2026-02-07T13:08:58,desktop,organic
158,checkout_start,2026-02-07T13:11:58,desktop,organic
158,purchase,2026-02-07T13:14:58,desktop,organic
159,page_view,2026-04-09T02:23:14,mobile,paid_ads
159,add_to_cart,2026-04-09T02:26:14,mobile,paid_ads
160,page_view,2026-02-07T04:02:18,desktop,social
161,page_view,2026-05-01T14:39:00,desktop,paid_ads
162,page_view,2026-02-08T17:46:38,mobile,organic
163,page_view,2026-03-19T03:03:15,mobile,organic
164,page_view,2026-01-29T15:38:34,mobile,social
164,add_to_cart,2026-01-29T15:41:34,mobile,social
165,page_view,2026-04-20T00:39:22,mobile,organic
165,add_to_cart,2026-04-20T00:42:22,mobile,organic
166,page_view,2026-04-03T02:33:34,mobile,email
167,page_view,2026-04-10T15:02:40,desktop,referral
167,add_to_cart,2026-04-10T15:05:40,desktop,referral
167,checkout_start,2026-04-10T15:08:40,desktop,referral
167,purchase,2026-04-10T15:11:40,desktop,referral
168,page_view,2026-06-10T03:49:37,desktop,organic
169,page_view,2026-05-20T10:52:41,mobile,organic
169,add_to_cart,2026-05-20T10:55:41,mobile,organic
170,page_view,2026-06-11T05:51:08,desktop,paid_ads
170,add_to_cart,2026-06-11T05:54:08,desktop,paid_ads
171,page_view,2026-01-12T06:56:02,mobile,paid_ads
171,add_to_cart,2026-01-12T06:59:02,mobile,paid_ads
171,checkout_start,2026-01-12T07:02:02,mobile,paid_ads
171,purchase,2026-01-12T07:05:02,mobile,paid_ads
172,page_view,2026-02-18T09:22:55,desktop,organic
173,page_view,2026-02-01T11:27:56,mobile,social
174,page_view,2026-03-28T05:31:44,tablet,paid_ads
175,page_view,2026-01-22T23:27:05,mobile,referral
176,page_view,2026-03-17T10:06:05,mobile,referral
176,add_to_cart,2026-03-17T10:09:05,mobile,referral
176,checkout_start,2026-03-17T10:12:05,mobile,referral
176,purchase,2026-03-17T10:15:05,mobile,referral
177,page_view,2026-01-11T23:55:58,mobile,email
177,add_to_cart,2026-01-11T23:58:58,mobile,email
178,page_view,2026-01-15T02:42:40,tablet,organic
178,add_to_cart,2026-01-15T02:45:40,tablet,organic
179,page_view,2026-01-08T04:54:38,mobile,email
180,page_view,2026-03-02T20:23:23,mobile,paid_ads
180,add_to_cart,2026-03-02T20:26:23,mobile,paid_ads
181,page_view,2026-04-05T11:28:48,desktop,email
181,add_to_cart,2026-04-05T11:31:48,desktop,email
181,checkout_start,2026-04-05T11:34:48,desktop,email
181,purchase,2026-04-05T11:37:48,desktop,email
182,page_view,2026-02-17T15:33:24,mobile,organic
183,page_view,2026-04-25T06:39:18,desktop,organic
184,page_view,2026-02-04T02:28:11,mobile,referral
185,page_view,2026-03-23T21:22:45,mobile,paid_ads
185,add_to_cart,2026-03-23T21:25:45,mobile,paid_ads
186,page_view,2026-06-13T05:50:23,desktop,social
187,page_view,2026-02-05T07:50:31,mobile,organic
187,add_to_cart,2026-02-05T07:53:31,mobile,organic
188,page_view,2026-05-22T04:39:56,desktop,paid_ads
188,add_to_cart,2026-05-22T04:42:56,desktop,paid_ads
188,checkout_start,2026-05-22T04:45:56,desktop,paid_ads
189,page_view,2026-04-15T18:04:08,mobile,email
190,page_view,2026-05-13T11:08:56,mobile,email
191,page_view,2026-02-03T13:32:58,desktop,paid_ads
192,page_view,2026-03-19T05:10:20,mobile,social
193,page_view,2026-05-13T09:54:05,tablet,organic
193,add_to_cart,2026-05-13T09:57:05,tablet,organic
194,page_view,2026-03-19T19:34:05,mobile,paid_ads
195,page_view,2026-02-09T05:42:39,tablet,organic
196,page_view,2026-05-25T01:52:55,desktop,email
196,add_to_cart,2026-05-25T01:55:55,desktop,email
196,checkout_start,2026-05-25T01:58:55,desktop,email
196,purchase,2026-05-25T02:01:55,desktop,email
197,page_view,2026-06-13T00:31:56,mobile,social
198,page_view,2026-05-04T07:51:51,tablet,organic
199,page_view,2026-01-16T05:28:26,mobile,organic
200,page_view,2026-03-22T22:20:46,desktop,organic
201,page_view,2026-04-05T16:35:06,mobile,organic
201,add_to_cart,2026-04-05T16:38:06,mobile,organic
202,page_view,2026-01-25T01:18:24,mobile,organic
203,page_view,2026-02-10T10:59:36,tablet,paid_ads
204,page_view,2026-05-12T14:31:56,mobile,organic
204,add_to_cart,2026-05-12T14:34:56,mobile,organic
204,checkout_start,2026-05-12T14:37:56,mobile,organic
205,page_view,2026-02-25T18:22:03,tablet,paid_ads
205,add_to_cart,2026-02-25T18:25:03,tablet,paid_ads
206,page_view,2026-05-01T09:34:00,desktop,social
207,page_view,2026-04-04T12:23:02,desktop,paid_ads
207,add_to_cart,2026-04-04T12:26:02,desktop,paid_ads
207,checkout_start,2026-04-04T12:29:02,desktop,paid_ads
207,purchase,2026-04-04T12:32:02,desktop,paid_ads
208,page_view,2026-05-21T08:52:39,mobile,paid_ads
209,page_view,2026-04-11T11:50:21,tablet,organic
210,page_view,2026-06-04T16:25:32,mobile,paid_ads
210,add_to_cart,2026-06-04T16:28:32,mobile,paid_ads
210,checkout_start,2026-06-04T16:31:32,mobile,paid_ads
210,purchase,2026-06-04T16:34:32,mobile,paid_ads
211,page_view,2026-02-05T10:59:39,desktop,organic
211,add_to_cart,2026-02-05T11:02:39,desktop,organic
211,checkout_start,2026-02-05T11:05:39,desktop,organic
211,purchase,2026-02-05T11:08:39,desktop,organic
212,page_view,2026-05-06T22:36:19,mobile,paid_ads
213,page_view,2026-01-29T13:37:19,mobile,organic
214,page_view,2026-01-07T19:30:16,desktop,email
215,page_view,2026-05-28T07:46:03,desktop,social
216,page_view,2026-06-08T12:09:52,desktop,organic
217,page_view,2026-01-29T06:01:28,tablet,organic
217,add_to_cart,2026-01-29T06:04:28,tablet,organic
217,checkout_start,2026-01-29T06:07:28,tablet,organic
217,purchase,2026-01-29T06:10:28,tablet,organic
218,page_view,2026-01-16T22:08:33,desktop,social
218,add_to_cart,2026-01-16T22:11:33,desktop,social
218,checkout_start,2026-01-16T22:14:33,desktop,social
218,purchase,2026-01-16T22:17:33,desktop,social
219,page_view,2026-05-17T10:34:22,mobile,referral
220,page_view,2026-03-09T19:30:12,desktop,social
221,page_view,2026-03-18T09:45:13,mobile,organic
222,page_view,2026-05-24T23:17:18,mobile,paid_ads
222,add_to_cart,2026-05-24T23:20:18,mobile,paid_ads
223,page_view,2026-03-30T04:18:02,tablet,paid_ads
223,add_to_cart,2026-03-30T04:21:02,tablet,paid_ads
224,page_view,2026-03-07T23:30:13,mobile,organic
224,add_to_cart,2026-03-07T23:33:13,mobile,organic
225,page_view,2026-02-05T03:39:47,desktop,referral
226,page_view,2026-05-16T07:40:14,desktop,organic
226,add_to_cart,2026-05-16T07:43:14,desktop,organic
226,checkout_start,2026-05-16T07:46:14,desktop,organic
226,purchase,2026-05-16T07:49:14,desktop,organic
227,page_view,2026-02-10T13:41:59,desktop,organic
228,page_view,2026-03-15T10:18:41,desktop,paid_ads
228,add_to_cart,2026-03-15T10:21:41,desktop,paid_ads
229,page_view,2026-01-10T05:26:56,mobile,email
230,page_view,2026-04-12T15:11:59,mobile,referral
231,page_view,2026-01-10T00:19:36,mobile,social
232,page_view,2026-04-27T20:34:33,mobile,referral
233,page_view,2026-04-30T08:12:51,desktop,referral
233,add_to_cart,2026-04-30T08:15:51,desktop,referral
233,checkout_start,2026-04-30T08:18:51,desktop,referral
233,purchase,2026-04-30T08:21:51,desktop,referral
234,page_view,2026-03-17T18:43:48,mobile,organic
234,add_to_cart,2026-03-17T18:46:48,mobile,organic
235,page_view,2026-04-20T16:20:05,mobile,email
236,page_view,2026-05-03T10:59:15,tablet,organic
236,add_to_cart,2026-05-03T11:02:15,tablet,organic
237,page_view,2026-03-26T09:37:46,mobile,paid_ads
238,page_view,2026-03-02T01:42:07,mobile,organic
239,page_view,2026-03-21T22:07:40,desktop,organic
240,page_view,2026-02-26T04:30:09,desktop,organic
241,page_view,2026-05-21T15:48:34,mobile,referral
242,page_view,2026-06-02T02:33:28,desktop,social
243,page_view,2026-01-29T01:53:35,desktop,paid_ads
244,page_view,2026-02-12T10:54:33,mobile,organic
245,page_view,2026-05-06T02:57:32,desktop,email
245,add_to_cart,2026-05-06T03:00:32,desktop,email
245,checkout_start,2026-05-06T03:03:32,desktop,email
245,purchase,2026-05-06T03:06:32,desktop,email
246,page_view,2026-03-20T23:01:25,desktop,paid_ads
246,add_to_cart,2026-03-20T23:04:25,desktop,paid_ads
246,checkout_start,2026-03-20T23:07:25,desktop,paid_ads
246,purchase,2026-03-20T23:10:25,desktop,paid_ads
247,page_view,2026-01-16T02:59:30,mobile,organic
247,add_to_cart,2026-01-16T03:02:30,mobile,organic
248,page_view,2026-06-15T13:23:57,desktop,social
248,add_to_cart,2026-06-15T13:26:57,desktop,social
249,page_view,2026-05-19T04:41:55,mobile,referral
249,add_to_cart,2026-05-19T04:44:55,mobile,referral
249,checkout_start,2026-05-19T04:47:55,mobile,referral
249,purchase,2026-05-19T04:50:55,mobile,referral
250,page_view,2026-03-18T14:43:46,desktop,social
251,page_view,2026-03-05T14:22:09,desktop,paid_ads
251,add_to_cart,2026-03-05T14:25:09,desktop,paid_ads
252,page_view,2026-04-18T19:49:59,mobile,email
253,page_view,2026-01-26T19:02:28,mobile,organic
254,page_view,2026-01-12T12:28:14,mobile,email
255,page_view,2026-02-05T16:18:14,desktop,social
256,page_view,2026-06-03T21:52:20,mobile,email
256,add_to_cart,2026-06-03T21:55:20,mobile,email
257,page_view,2026-04-16T09:17:03,mobile,referral
258,page_view,2026-02-14T20:43:27,desktop,paid_ads
259,page_view,2026-06-14T21:24:50,mobile,organic
260,page_view,2026-03-18T12:11:48,mobile,email
261,page_view,2026-02-06T14:58:03,mobile,organic
262,page_view,2026-02-04T12:15:16,desktop,referral
262,add_to_cart,2026-02-04T12:18:16,desktop,referral
262,checkout_start,2026-02-04T12:21:16,desktop,referral
263,page_view,2026-02-18T01:17:24,mobile,social
264,page_view,2026-02-18T18:46:42,desktop,email
265,page_view,2026-03-27T09:58:00,desktop,paid_ads
265,add_to_cart,2026-03-27T10:01:00,desktop,paid_ads
265,checkout_start,2026-03-27T10:04:00,desktop,paid_ads
265,purchase,2026-03-27T10:07:00,desktop,paid_ads
266,page_view,2026-02-22T12:58:15,desktop,referral
267,page_view,2026-05-17T20:22:19,mobile,social
267,add_to_cart,2026-05-17T20:25:19,mobile,social
268,page_view,2026-05-01T10:58:13,mobile,paid_ads
268,add_to_cart,2026-05-01T11:01:13,mobile,paid_ads
269,page_view,2026-02-07T00:16:35,mobile,paid_ads
270,page_view,2026-02-09T06:21:14,mobile,paid_ads
270,add_to_cart,2026-02-09T06:24:14,mobile,paid_ads
271,page_view,2026-03-28T08:48:52,desktop,paid_ads
272,page_view,2026-04-28T05:46:50,desktop,email
272,add_to_cart,2026-04-28T05:49:50,desktop,email
272,checkout_start,2026-04-28T05:52:50,desktop,email
272,purchase,2026-04-28T05:55:50,desktop,email
273,page_view,2026-01-20T21:03:48,desktop,paid_ads
273,add_to_cart,2026-01-20T21:06:48,desktop,paid_ads
273,checkout_start,2026-01-20T21:09:48,desktop,paid_ads
273,purchase,2026-01-20T21:12:48,desktop,paid_ads
274,page_view,2026-04-06T01:39:40,mobile,organic
275,page_view,2026-05-05T00:00:34,mobile,email
276,page_view,2026-03-12T17:18:01,mobile,organic
277,page_view,2026-02-15T03:58:06,mobile,email
278,page_view,2026-03-06T11:17:50,desktop,organic
278,add_to_cart,2026-03-06T11:20:50,desktop,organic
278,checkout_start,2026-03-06T11:23:50,desktop,organic
278,purchase,2026-03-06T11:26:50,desktop,organic
279,page_view,2026-01-21T20:54:41,desktop,organic
280,page_view,2026-05-22T15:03:40,mobile,organic
280,add_to_cart,2026-05-22T15:06:40,mobile,organic
280,checkout_start,2026-05-22T15:09:40,mobile,organic
280,purchase,2026-05-22T15:12:40,mobile,organic
281,page_view,2026-01-25T16:58:02,desktop,paid_ads
281,add_to_cart,2026-01-25T17:01:02,desktop,paid_ads
282,page_view,2026-03-11T01:59:04,desktop,email
283,page_view,2026-01-09T05:59:54,mobile,organic
283,add_to_cart,2026-01-09T06:02:54,mobile,organic
284,page_view,2026-04-12T02:19:10,desktop,paid_ads
285,page_view,2026-05-19T10:24:48,desktop,paid_ads
286,page_view,2026-01-21T16:47:22,desktop,social
286,add_to_cart,2026-01-21T16:50:22,desktop,social
286,checkout_start,2026-01-21T16:53:22,desktop,social
287,page_view,2026-06-02T12:49:20,desktop,organic
287,add_to_cart,2026-06-02T12:52:20,desktop,organic
287,checkout_start,2026-06-02T12:55:20,desktop,organic
288,page_view,2026-04-07T13:11:43,mobile,paid_ads
289,page_view,2026-03-17T07:45:04,desktop,paid_ads
289,add_to_cart,2026-03-17T07:48:04,desktop,paid_ads
289,checkout_start,2026-03-17T07:51:04,desktop,paid_ads
289,purchase,2026-03-17T07:54:04,desktop,paid_ads
290,page_view,2026-01-02T09:28:23,mobile,organic
291,page_view,2026-04-21T14:35:35,mobile,organic
292,page_view,2026-05-22T02:38:38,mobile,organic
293,page_view,2026-04-16T12:49:05,mobile,social
